index,player_name,team,overall_innings,overall_runs,overall_notout,balls,centuries,fifties,thirties,zeros,overall_average,strike_rate,form_innings,form_runs,recent_not_outs,recent_100s,recent_50s,recent_30s,recent_zeros,form_average,home_innings,home_runs,home_not_out_count,home_100s,home_50s,home_30s,home_zeros,home_average,away_innings,away_runs,away_not_out_count,away_100s,away_50s,away_30s,away_zeros,away_average,img_url
1089,P Manning,Cayman Islands,6,56,1,92,0,0,0,1,11.2,52.08333333,6,56,1,0,0,0,1,11.2,0,31,1,0,0,0,0,13,6,56,1,0,0,0,1,11.2,https://i.ibb.co/YN3dFnR/player.png
1090,T Taylor,Cayman Islands,6,71,2,95,0,0,0,0,17.75,82.11640212,6,71,2,0,0,0,0,17.75,0,31,1,0,0,0,0,13,6,71,2,0,0,0,0,17.75,https://i.ibb.co/YN3dFnR/player.png
1091,C Wright,Cayman Islands,5,26,3,31,0,0,0,1,13,94.66666667,5,26,3,0,0,0,1,13,0,31,1,0,0,0,0,13,5,26,3,0,0,0,1,13,https://i.ibb.co/YN3dFnR/player.png
1092,BFW de Leede,Netherlands,6,98,0,118,0,0,2,0,16.33333333,75.53147038,6,98,0,0,0,2,0,16.33333333,4,49,0,0,0,1,0,12.25,2,49,0,0,0,1,0,24.5,https://i.ibb.co/YN3dFnR/player.png
1093,SA Edwards,Netherlands,20,292,8,207,0,0,4,1,24.33333333,138.5498807,10,134,5,0,0,1,0,26.8,8,87,2,0,0,1,1,14.5,12,205,6,0,0,3,0,34.16666667,https://i.ibb.co/YN3dFnR/player.png
1094,SF Mire,Zimbabwe,8,253,0,202,0,2,1,0,31.625,101.9921791,8,253,0,0,2,1,0,31.625,4,212,0,0,2,0,0,53,4,41,0,0,0,1,0,10.25,https://i.ibb.co/YN3dFnR/player.png
1099,O Bascome,Bermuda,10,139,0,138,0,0,2,1,13.9,88.80143492,10,139,0,0,0,2,1,13.9,3,62,0,0,0,1,0,20.66666667,7,77,0,0,0,1,1,11,https://i.ibb.co/YN3dFnR/player.png
1100,TS Fray,Bermuda,9,73,1,98,0,0,0,2,9.125,63.18605858,9,73,1,0,0,0,2,9.125,4,18,0,0,0,0,2,4.5,5,55,1,0,0,0,0,13.75,https://i.ibb.co/YN3dFnR/player.png
1101,MO Jones,Bermuda,6,60,2,68,0,0,0,0,15,92.59983738,6,60,2,0,0,0,0,15,2,34,1,0,0,0,0,34,4,26,1,0,0,0,0,8.666666667,https://i.ibb.co/YN3dFnR/player.png
1102,DMW Rawlins,Bermuda,10,261,0,206,0,1,3,0,26.1,115.7349921,10,261,0,0,1,3,0,26.1,3,124,0,0,1,1,0,41.33333333,7,137,0,0,0,2,0,19.57142857,https://i.ibb.co/YN3dFnR/player.png
1103,KS Leverock,Bermuda,11,168,2,133,0,0,2,3,18.66666667,102.9802034,10,168,2,0,0,2,2,21,4,62,1,0,0,0,1,20.66666667,7,106,1,0,0,2,2,17.66666667,https://i.ibb.co/YN3dFnR/player.png
1104,DAP Darrell,Bermuda,9,75,2,89,0,0,1,1,10.71428571,63.61674388,9,75,2,0,0,1,1,10.71428571,3,34,2,0,0,1,0,34,6,41,0,0,0,0,1,6.833333333,https://i.ibb.co/YN3dFnR/player.png
1105,AC Douglas,Bermuda,8,107,1,107,0,0,1,0,15.28571429,78.2580267,8,107,1,0,0,1,0,15.28571429,3,64,1,0,0,1,0,32,5,43,0,0,0,0,0,8.6,https://i.ibb.co/YN3dFnR/player.png
1107,OGL Bascome,Bermuda,9,98,0,104,0,0,0,0,10.88888889,92.96719431,9,98,0,0,0,0,0,10.88888889,3,60,0,0,0,0,0,20,6,38,0,0,0,0,0,6.333333333,https://i.ibb.co/YN3dFnR/player.png
1111,AJ Staal,Netherlands,6,77,1,61,0,0,0,2,15.4,88.87955182,6,77,1,0,0,0,2,15.4,1,28,1,0,0,0,0,0,5,49,0,0,0,0,2,9.8,https://i.ibb.co/YN3dFnR/player.png
1112,Sikander Zulfiqar,Netherlands,6,41,0,42,0,0,0,0,6.833333333,97.68518519,6,41,0,0,0,0,0,6.833333333,5,37,0,0,0,0,0,7.4,1,4,0,0,0,0,0,4,https://i.ibb.co/YN3dFnR/player.png
1113,Ashfaq Ahmed,United Arab Emirates,10,128,0,112,0,1,0,2,12.8,76.91919192,10,128,0,0,1,0,2,12.8,8,28,0,0,0,0,2,3.5,2,100,0,0,1,0,0,50,https://i.ibb.co/YN3dFnR/player.png
1115,DDP D'Silva,United Arab Emirates,6,91,4,111,0,0,0,1,45.5,76.36376687,6,91,4,0,0,0,1,45.5,5,82,3,0,0,0,1,41,1,9,1,0,0,0,0,0,https://i.ibb.co/YN3dFnR/player.png
1119,MG Erasmus,Namibia,17,484,5,351,0,5,2,0,40.33333333,120.3101609,10,327,4,0,4,1,0,54.5,7,205,3,0,2,1,0,51.25,10,279,2,0,3,1,0,34.875,https://i.ibb.co/YN3dFnR/player.png
1121,CG Williams,Namibia,15,343,3,287,0,2,2,1,28.58333333,101.8322333,10,231,1,0,1,2,0,25.66666667,6,179,2,0,2,0,0,44.75,9,164,1,0,0,2,1,20.5,https://i.ibb.co/YN3dFnR/player.png
1122,ZE Green,Namibia,11,79,3,80,0,0,0,1,9.875,114.900554,10,76,3,0,0,0,1,10.85714286,2,30,1,0,0,0,0,30,9,49,2,0,0,0,1,7,https://i.ibb.co/YN3dFnR/player.png
1123,T Perera,Botswana,6,101,0,129,0,0,1,0,16.83333333,74.08182053,6,101,0,0,0,1,0,16.83333333,0,31,1,0,0,0,0,13,6,101,0,0,0,1,0,16.83333333,https://i.ibb.co/YN3dFnR/player.png
1124,K Mothlhanka,Botswana,7,115,0,130,0,1,0,0,16.42857143,75.22537397,7,115,0,0,1,0,0,16.42857143,0,31,1,0,0,0,0,13,7,115,0,0,1,0,0,16.42857143,https://i.ibb.co/YN3dFnR/player.png
1127,R Nehonde,Botswana,7,61,1,80,0,0,0,1,10.16666667,61.24349335,7,61,1,0,0,0,1,10.16666667,0,31,1,0,0,0,0,13,7,61,1,0,0,0,1,10.16666667,https://i.ibb.co/YN3dFnR/player.png
1129,M Mooketsi,Botswana,5,8,0,25,0,0,0,1,1.6,29.33333333,5,8,0,0,0,0,1,1.6,0,31,1,0,0,0,0,13,5,8,0,0,0,0,1,1.6,https://i.ibb.co/YN3dFnR/player.png
1134,FJ Klaassen,Netherlands,7,33,1,34,0,0,0,1,5.5,96.81122449,7,33,1,0,0,0,1,5.5,3,15,1,0,0,0,0,7.5,4,18,0,0,0,0,1,4.5,https://i.ibb.co/YN3dFnR/player.png
1137,JP Kotze,Namibia,15,287,3,242,1,0,3,1,23.91666667,90.73875431,10,147,1,0,0,3,1,16.33333333,6,163,2,1,0,1,0,40.75,9,124,1,0,0,2,1,15.5,https://i.ibb.co/YN3dFnR/player.png
1138,JN Frylinck,Namibia,8,59,4,54,0,0,0,1,14.75,99.97767857,8,59,4,0,0,0,1,14.75,2,21,1,0,0,0,0,21,6,38,3,0,0,0,1,12.66666667,https://i.ibb.co/YN3dFnR/player.png
1147,Mohammad Boota,United Arab Emirates,10,96,3,94,0,0,0,1,13.71428571,104.6481481,10,96,3,0,0,0,1,13.71428571,9,85,2,0,0,0,1,12.14285714,1,11,1,0,0,0,0,0,https://i.ibb.co/YN3dFnR/player.png
1148,Waheed Ahmed,United Arab Emirates,12,124,6,109,0,0,1,1,20.66666667,126.2319625,10,114,5,0,0,1,1,22.8,8,64,3,0,0,0,1,12.8,4,60,3,0,0,1,0,60,https://i.ibb.co/YN3dFnR/player.png
1152,AA Onikoyi,Nigeria,7,108,1,135,0,0,1,1,18,65.86064729,7,108,1,0,0,1,1,18,0,31,1,0,0,0,0,13,7,108,1,0,0,1,1,18,https://i.ibb.co/YN3dFnR/player.png
1153,IO Okpe,Nigeria,7,65,1,101,0,0,0,0,10.83333333,67.30053676,7,65,1,0,0,0,0,10.83333333,0,31,1,0,0,0,0,13,7,65,1,0,0,0,0,10.83333333,https://i.ibb.co/YN3dFnR/player.png
1154,AM Oyede,Nigeria,6,46,0,81,0,0,1,1,7.666666667,32.00080515,6,46,0,0,0,1,1,7.666666667,0,31,1,0,0,0,0,13,6,46,0,0,0,1,1,7.666666667,https://i.ibb.co/YN3dFnR/player.png
1155,VD Adewoye,Nigeria,5,42,1,40,0,0,0,2,10.5,67.44047619,5,42,1,0,0,0,2,10.5,0,31,1,0,0,0,0,13,5,42,1,0,0,0,2,10.5,https://i.ibb.co/YN3dFnR/player.png
1156,CN Onwuzulike,Nigeria,8,109,1,113,0,0,2,2,15.57142857,68.181585,8,109,1,0,0,2,2,15.57142857,0,31,1,0,0,0,0,13,8,109,1,0,0,2,2,15.57142857,https://i.ibb.co/YN3dFnR/player.png
1157,SA Okpe,Nigeria,6,25,1,47,0,0,0,0,5,48.75,6,25,1,0,0,0,0,5,0,31,1,0,0,0,0,13,6,25,1,0,0,0,0,5,https://i.ibb.co/YN3dFnR/player.png
1162,WIA Fernando,Sri Lanka,14,195,0,200,0,0,2,1,13.92857143,85.00067754,10,168,0,0,0,2,0,16.8,5,69,0,0,0,1,0,13.8,9,126,0,0,0,1,1,14,https://i.ibb.co/YN3dFnR/player.png
1163,PWH de Silva,Sri Lanka,13,154,6,131,0,0,1,1,22,109.9025811,10,122,4,0,0,1,1,20.33333333,4,77,1,0,0,1,0,25.66666667,9,77,5,0,0,0,1,19.25,https://i.ibb.co/YN3dFnR/player.png
1164,A Dananjaya,Sri Lanka,12,58,4,69,0,0,0,2,7.25,80.7224026,10,46,4,0,0,0,2,7.666666667,5,8,1,0,0,0,2,2,7,50,3,0,0,0,0,12.5,https://i.ibb.co/YN3dFnR/player.png
1165,TL Seifert,New Zealand,32,695,5,530,0,5,5,3,25.74074074,108.3826521,10,288,1,0,3,1,0,32,25,643,5,0,5,5,1,32.15,7,52,0,0,0,0,2,7.428571429,https://i.ibb.co/YN3dFnR/player.png
1166,SC Kuggeleijn,New Zealand,7,79,3,39,0,0,1,2,19.75,137.4404762,7,79,3,0,0,1,2,19.75,5,71,3,0,0,1,1,35.5,2,8,0,0,0,0,1,4,https://i.ibb.co/YN3dFnR/player.png
1167,DJ Mitchell,New Zealand,13,148,4,112,0,0,2,0,16.44444444,108.5616181,10,120,3,0,0,2,0,17.14285714,10,116,3,0,0,2,0,16.57142857,3,32,1,0,0,0,0,16,https://i.ibb.co/YN3dFnR/player.png
1169,DM Gondaria,Kenya,8,152,1,133,0,1,0,0,21.71428571,103.0204713,8,152,1,0,1,0,0,21.71428571,0,31,1,0,0,0,0,13,8,152,1,0,1,0,0,21.71428571,https://i.ibb.co/YN3dFnR/player.png
1170,LN Oluoch,Kenya,6,26,3,33,0,0,0,0,8.666666667,80.13888889,6,26,3,0,0,0,0,8.666666667,0,31,1,0,0,0,0,13,6,26,3,0,0,0,0,8.666666667,https://i.ibb.co/YN3dFnR/player.png
1174,RG Mukasa,Uganda,7,63,1,76,0,0,0,0,10.5,74.45488722,7,63,1,0,0,0,0,10.5,4,31,1,0,0,0,0,10.33333333,3,32,0,0,0,0,0,10.66666667,https://i.ibb.co/YN3dFnR/player.png
1175,A Otwani,Uganda,7,119,0,127,0,0,1,0,17,85.6541078,7,119,0,0,0,1,0,17,4,89,0,0,0,1,0,22.25,3,30,0,0,0,0,0,10,https://i.ibb.co/YN3dFnR/player.png
1176,DM Nakrani,Uganda,7,70,1,77,0,0,0,0,11.66666667,78.31977546,7,70,1,0,0,0,0,11.66666667,4,52,1,0,0,0,0,17.33333333,3,18,0,0,0,0,0,6,https://i.ibb.co/YN3dFnR/player.png
1177,Riazat Ali Shah,Uganda,6,196,3,141,0,1,2,0,65.33333333,141.6551899,6,196,3,0,1,2,0,65.33333333,4,140,2,0,1,1,0,70,2,56,1,0,0,1,0,56,https://i.ibb.co/YN3dFnR/player.png
1196,DC Stovell,Bermuda,6,42,1,50,0,0,0,1,8.4,64.39102564,6,42,1,0,0,0,1,8.4,1,18,1,0,0,0,0,0,5,24,0,0,0,0,1,4.8,https://i.ibb.co/YN3dFnR/player.png
1197,Rahmanullah Gurbaz,Afghanistan,13,446,0,326,0,3,3,2,34.30769231,114.3500145,10,342,0,0,2,2,1,34.2,0,31,1,0,0,0,0,13,13,446,0,0,3,3,2,34.30769231,https://i.ibb.co/YN3dFnR/player.png
1198,Afif Hossain,Bangladesh,12,168,0,141,0,1,1,2,14,84.02814914,10,116,0,0,0,1,1,11.6,5,77,0,0,1,0,1,15.4,7,91,0,0,0,1,1,13,https://i.ibb.co/YN3dFnR/player.png
1203,JJ Smit,Namibia,12,281,3,175,0,1,3,0,31.22222222,160.2313918,10,260,3,0,1,3,0,37.14285714,2,75,1,0,0,2,0,75,10,206,2,0,1,1,0,25.75,https://i.ibb.co/YN3dFnR/player.png
1207,T Bavuma,South Africa,8,249,1,187,0,0,5,0,35.57142857,131.8430242,8,249,1,0,0,5,0,35.57142857,6,173,0,0,0,4,0,28.83333333,2,76,1,0,0,1,0,76,https://i.ibb.co/YN3dFnR/player.png
1208,J Rasu,Vanuatu,8,243,1,224,0,2,1,0,34.71428571,97.75620791,8,243,1,0,2,1,0,34.71428571,0,31,1,0,0,0,0,13,8,243,1,0,2,1,0,34.71428571,https://i.ibb.co/YN3dFnR/player.png
1209,A Mansale,Vanuatu,9,92,0,96,0,0,1,4,10.22222222,56.06546232,9,92,0,0,0,1,4,10.22222222,0,31,1,0,0,0,0,13,9,92,0,0,0,1,4,10.22222222,https://i.ibb.co/YN3dFnR/player.png
1210,PK Matautaava,Vanuatu,5,197,0,111,1,1,0,0,39.4,140.6808783,5,197,0,1,1,0,0,39.4,0,31,1,0,0,0,0,13,5,197,0,1,1,0,0,39.4,https://i.ibb.co/YN3dFnR/player.png
1211,N Nipiko,Vanuatu,9,245,2,234,0,2,2,0,35,96.77418208,9,245,2,0,2,2,0,35,0,31,1,0,0,0,0,13,9,245,2,0,2,2,0,35,https://i.ibb.co/YN3dFnR/player.png
1212,C Tommy,Vanuatu,6,78,0,83,0,0,0,0,13,92.7812587,6,78,0,0,0,0,0,13,0,31,1,0,0,0,0,13,6,78,0,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
1213,R Tari,Vanuatu,9,99,4,72,0,0,0,2,19.8,121.5811966,9,99,4,0,0,0,2,19.8,0,31,1,0,0,0,0,13,9,99,4,0,0,0,2,19.8,https://i.ibb.co/YN3dFnR/player.png
1214,J Vira,Vanuatu,7,44,3,35,0,0,0,0,11,124.5238095,7,44,3,0,0,0,0,11,0,31,1,0,0,0,0,13,7,44,3,0,0,0,0,11,https://i.ibb.co/YN3dFnR/player.png
1215,Mohamed Arief,Malaysia,10,214,2,175,0,1,1,0,26.75,108.2126213,10,214,2,0,1,1,0,26.75,9,199,2,0,1,1,0,28.42857143,1,15,0,0,0,0,0,15,https://i.ibb.co/YN3dFnR/player.png
1217,Nazril Rahman,Malaysia,5,45,1,52,0,0,0,1,11.25,72.94261294,5,45,1,0,0,0,1,11.25,5,45,1,0,0,0,1,11.25,0,36.5,1,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
1225,Aarif Sheikh,Nepal,11,204,3,197,0,0,2,0,25.5,100.7916932,10,196,3,0,0,2,0,28,3,53,2,0,0,1,0,53,8,151,1,0,0,1,0,21.57142857,https://i.ibb.co/YN3dFnR/player.png
1228,S Snater,Netherlands,5,18,0,18,0,0,0,2,3.6,68.57142857,5,18,0,0,0,0,2,3.6,2,8,0,0,0,0,0,4,3,10,0,0,0,0,2,3.333333333,https://i.ibb.co/YN3dFnR/player.png
1231,HE van der Dussen,South Africa,17,542,3,417,0,3,7,1,38.71428571,115.3628353,10,289,3,0,1,4,0,41.28571429,15,528,3,0,3,7,1,44,2,14,0,0,0,0,0,7,https://i.ibb.co/YN3dFnR/player.png
1232,D Pretorius,South Africa,8,159,3,98,0,1,0,0,31.8,145.7051282,8,159,3,0,1,0,0,31.8,5,125,1,0,1,0,0,31.25,3,34,2,0,0,0,0,34,https://i.ibb.co/YN3dFnR/player.png
1234,OJ Hairs,Scotland,6,105,0,69,0,0,0,1,17.5,134.858909,6,105,0,0,0,0,1,17.5,0,31,1,0,0,0,0,13,6,105,0,0,0,0,1,17.5,https://i.ibb.co/YN3dFnR/player.png
1236,S Jora,Nepal,6,101,1,87,0,1,0,1,20.2,89.1550766,6,101,1,0,1,0,1,20.2,0,31,1,0,0,0,0,13,6,101,1,0,1,0,1,20.2,https://i.ibb.co/YN3dFnR/player.png
1237,Aritra Dutta,Singapore,8,116,0,117,0,0,2,0,14.5,88.8967803,8,116,0,0,0,2,0,14.5,2,10,0,0,0,0,0,5,6,106,0,0,0,2,0,17.66666667,https://i.ibb.co/YN3dFnR/player.png
1238,NMS Param,Singapore,7,160,2,125,0,1,0,0,32,117.5586913,7,160,2,0,1,0,0,32,1,2,0,0,0,0,0,2,6,158,2,0,1,0,0,39.5,https://i.ibb.co/YN3dFnR/player.png
1239,Sidhant Singh,Singapore,9,178,2,144,0,2,0,1,25.42857143,100.835334,9,178,2,0,2,0,1,25.42857143,2,10,1,0,0,0,0,10,7,168,1,0,2,0,1,28,https://i.ibb.co/YN3dFnR/player.png
1242,Amjad Mahboob,Singapore,5,3,1,14,0,0,0,2,0.75,20.66666667,5,3,1,0,0,0,2,0.75,1,0,0,0,0,0,1,0,4,3,1,0,0,0,1,1,https://i.ibb.co/YN3dFnR/player.png
1245,HT Tector,Ireland,18,364,6,275,0,1,4,0,30.33333333,120.9733633,10,195,2,0,0,3,0,24.375,2,81,0,0,1,0,0,40.5,16,283,6,0,0,4,0,28.3,https://i.ibb.co/YN3dFnR/player.png
1250,CN Ackermann,Netherlands,11,243,4,203,0,0,2,0,34.71428571,123.2234732,10,216,4,0,0,2,0,36,0,31,1,0,0,0,0,13,11,243,4,0,0,2,0,34.71428571,https://i.ibb.co/YN3dFnR/player.png
1251,Suraj Kumar,Oman,8,100,1,90,0,0,1,0,14.28571429,104.1468254,8,100,1,0,0,1,0,14.28571429,0,31,1,0,0,0,0,13,8,100,1,0,0,1,0,14.28571429,https://i.ibb.co/YN3dFnR/player.png
1255,Ahsan Abbasi,Hong Kong,5,63,1,70,0,0,0,0,15.75,91.96428571,5,63,1,0,0,0,0,15.75,0,31,1,0,0,0,0,13,5,63,1,0,0,0,0,15.75,https://i.ibb.co/YN3dFnR/player.png
1256,SS McKechnie,Hong Kong,15,213,6,227,0,0,3,3,23.66666667,82.64459241,10,185,5,0,0,3,2,37,0,31,1,0,0,0,0,13,15,213,6,0,0,3,3,23.66666667,https://i.ibb.co/YN3dFnR/player.png
1257,Haroon Arshad,Hong Kong,13,270,2,199,0,1,1,0,24.54545455,132.9311339,10,137,2,0,0,0,0,17.125,0,31,1,0,0,0,0,13,13,270,2,0,1,1,0,24.54545455,https://i.ibb.co/YN3dFnR/player.png
1259,Nasrulla Rana,Hong Kong,5,12,1,23,0,0,0,3,3,25.05494505,5,12,1,0,0,0,3,3,0,31,1,0,0,0,0,13,5,12,1,0,0,0,3,3,https://i.ibb.co/YN3dFnR/player.png
1264,PBB Rajapaksa,Sri Lanka,6,140,1,108,0,1,1,0,28,100.4960317,6,140,1,0,1,1,0,28,0,31,1,0,0,0,0,13,6,140,1,0,1,1,0,28,https://i.ibb.co/YN3dFnR/player.png
1266,Asif Ali,Pakistan,25,338,7,279,0,0,3,1,18.77777778,104.41662,10,101,1,0,0,0,0,11.22222222,7,83,1,0,0,0,0,13.83333333,18,255,6,0,0,3,1,21.25,https://i.ibb.co/YN3dFnR/player.png
1268,Sandeep Goud,Oman,7,77,2,77,0,0,1,0,15.4,93.18310658,7,77,2,0,0,1,0,15.4,0,31,1,0,0,0,0,13,7,77,2,0,0,1,0,15.4,https://i.ibb.co/YN3dFnR/player.png
1269,Fayyaz Butt,Oman,5,57,3,50,0,0,0,0,28.5,134.6794258,5,57,3,0,0,0,0,28.5,0,31,1,0,0,0,0,13,5,57,3,0,0,0,0,28.5,https://i.ibb.co/YN3dFnR/player.png
1270,S Samarawickrama,Sri Lanka,7,97,0,98,0,0,1,1,13.85714286,89.96479711,7,97,0,0,0,1,1,13.85714286,0,31,1,0,0,0,0,13,7,97,0,0,0,1,1,13.85714286,https://i.ibb.co/YN3dFnR/player.png
1271,BOP Fernando,Sri Lanka,5,109,1,91,0,1,0,0,27.25,102.6286393,5,109,1,0,1,0,0,27.25,0,31,1,0,0,0,0,13,5,109,1,0,1,0,0,27.25,https://i.ibb.co/YN3dFnR/player.png
1272,Iftikhar Ahmed,Pakistan,10,212,5,167,0,1,1,0,42.4,123.139159,10,212,5,0,1,1,0,42.4,5,82,1,0,0,0,0,20.5,5,130,4,0,1,1,0,130,https://i.ibb.co/YN3dFnR/player.png
1273,Faheem Ashraf,Pakistan,24,214,7,168,0,0,2,6,12.58823529,103.8781194,10,118,1,0,0,2,0,13.11111111,7,81,4,0,0,1,1,27,17,133,3,0,0,1,5,9.5,https://i.ibb.co/YN3dFnR/player.png
1274,Simi Singh,Ireland,22,204,6,181,0,1,0,6,12.75,79.78778569,10,60,3,0,0,0,3,8.571428571,4,27,0,0,0,0,2,6.75,18,177,6,0,1,0,4,14.75,https://i.ibb.co/YN3dFnR/player.png
1276,JJ Tucker,Bermuda,5,94,1,102,0,1,0,0,23.5,82.87729441,5,94,1,0,1,0,0,23.5,0,31,1,0,0,0,0,13,5,94,1,0,1,0,0,23.5,https://i.ibb.co/YN3dFnR/player.png
1278,NR Kirton,Canada,5,75,2,84,0,0,1,1,25,69.40909091,5,75,2,0,0,1,1,25,0,31,1,0,0,0,0,13,5,75,2,0,0,1,1,25,https://i.ibb.co/YN3dFnR/player.png
1279,H Carlyon,Jersey,5,57,0,52,0,0,0,1,11.4,98.42490842,5,57,0,0,0,0,1,11.4,0,31,1,0,0,0,0,13,5,57,0,0,0,0,1,11.4,https://i.ibb.co/YN3dFnR/player.png
1280,NA Greenwood,Jersey,6,112,0,100,0,0,1,0,18.66666667,108.2774585,6,112,0,0,0,1,0,18.66666667,0,31,1,0,0,0,0,13,6,112,0,0,0,1,0,18.66666667,https://i.ibb.co/YN3dFnR/player.png
1281,Simandeep Singh,Hong Kong,7,33,3,33,0,0,0,0,8.25,101.038961,7,33,3,0,0,0,0,8.25,0,31,1,0,0,0,0,13,7,33,3,0,0,0,0,8.25,https://i.ibb.co/YN3dFnR/player.png
1282,Chirag Suri,United Arab Emirates,10,286,1,251,0,2,2,0,31.77777778,102.3369435,10,286,1,0,2,2,0,31.77777778,7,113,1,0,0,1,0,18.83333333,3,173,0,0,2,1,0,57.66666667,https://i.ibb.co/YN3dFnR/player.png
1283,D Ajekun,Nigeria,6,55,0,84,0,0,0,0,9.166666667,64.67684087,6,55,0,0,0,0,0,9.166666667,0,31,1,0,0,0,0,13,6,55,0,0,0,0,0,9.166666667,https://i.ibb.co/YN3dFnR/player.png
1284,Sulaimon Runsewe,Nigeria,6,74,2,90,0,0,0,1,18.5,67.78110812,6,74,2,0,0,0,1,18.5,0,31,1,0,0,0,0,13,6,74,2,0,0,0,1,18.5,https://i.ibb.co/YN3dFnR/player.png
1285,JO Adedeji,Nigeria,6,89,3,114,0,1,0,1,29.66666667,59.82638889,6,89,3,0,1,0,1,29.66666667,0,31,1,0,0,0,0,13,6,89,3,0,1,0,1,29.66666667,https://i.ibb.co/YN3dFnR/player.png
1288,K Doriga,Papua New Guinea,8,97,1,85,0,0,1,0,13.85714286,130.9490741,8,97,1,0,0,1,0,13.85714286,1,24,0,0,0,0,0,24,7,73,1,0,0,1,0,12.16666667,https://i.ibb.co/YN3dFnR/player.png
1290,J Kila,Papua New Guinea,5,60,3,34,0,0,0,0,30,163.3333333,5,60,3,0,0,0,0,30,1,3,1,0,0,0,0,0,4,57,2,0,0,0,0,28.5,https://i.ibb.co/YN3dFnR/player.png
1291,TB Sole,Scotland,6,69,3,43,0,0,1,0,23,143.75,6,69,3,0,0,1,0,23,0,31,1,0,0,0,0,13,6,69,3,0,0,1,0,23,https://i.ibb.co/YN3dFnR/player.png
1294,Junaid Siddique (2),United Arab Emirates,5,5,1,18,0,0,0,3,1.25,16,5,5,1,0,0,0,3,1.25,4,5,1,0,0,0,2,1.666666667,1,0,0,0,0,0,1,0,https://i.ibb.co/YN3dFnR/player.png
1295,Sultan Ahmed (2),United Arab Emirates,12,59,4,61,0,0,0,4,7.375,126.5814659,10,49,3,0,0,0,4,7,9,35,3,0,0,0,3,5.833333333,3,24,1,0,0,0,1,12,https://i.ibb.co/YN3dFnR/player.png
1296,Zahoor Khan,United Arab Emirates,6,10,2,20,0,0,0,2,2.5,41.38888889,6,10,2,0,0,0,2,2.5,5,10,2,0,0,0,1,3.333333333,1,0,0,0,0,0,1,0,https://i.ibb.co/YN3dFnR/player.png
1310,PD Hennessy,Spain,5,125,1,129,0,1,1,0,31.25,87.08760384,5,125,1,0,1,1,0,31.25,5,125,1,0,1,1,0,31.25,0,36.5,1,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
1311,Yasir Ali,Spain,6,225,3,191,0,1,2,0,75,110.7003533,6,225,3,0,1,2,0,75,6,225,3,0,1,2,0,75,0,36.5,1,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
1312,R Panchal,Spain,5,63,3,87,0,0,0,0,31.5,65.05582923,5,63,3,0,0,0,0,31.5,5,63,3,0,0,0,0,31.5,0,36.5,1,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
1341,PADLR Sandakan,Sri Lanka,6,20,3,28,0,0,0,0,6.666666667,75.3968254,6,20,3,0,0,0,0,6.666666667,2,2,2,0,0,0,0,0,4,18,1,0,0,0,0,6,https://i.ibb.co/YN3dFnR/player.png
1342,BR McDermott,Australia,10,98,3,106,0,0,1,2,14,68.34422567,10,98,3,0,0,1,2,14,5,62,1,0,0,1,1,15.5,5,36,2,0,0,0,1,12,https://i.ibb.co/YN3dFnR/player.png
1343,S Dube,India,8,105,2,81,0,1,0,0,17.5,112.5364729,8,105,2,0,1,0,0,17.5,3,64,1,0,1,0,0,32,5,41,1,0,0,0,0,10.25,https://i.ibb.co/YN3dFnR/player.png
1344,Mohammad Naim,Bangladesh,9,303,0,255,0,1,4,1,33.66666667,106.8800862,9,303,0,0,1,4,1,33.66666667,1,33,0,0,0,1,0,33,8,270,0,0,1,3,1,33.75,https://i.ibb.co/YN3dFnR/player.png
1345,T Banton,England,9,205,0,145,0,1,2,0,22.77777778,121.7192303,9,205,0,0,1,2,0,22.77777778,6,149,0,0,1,1,0,24.83333333,3,56,0,0,0,1,0,18.66666667,https://i.ibb.co/YN3dFnR/player.png
1347,L Gregory,England,5,35,0,30,0,0,0,1,7,123.3333333,5,35,0,0,0,0,1,7,2,14,0,0,0,0,0,7,3,21,0,0,0,0,1,7,https://i.ibb.co/YN3dFnR/player.png
1350,IS Sodhi,New Zealand,9,76,4,71,0,0,0,2,15.2,86.33818342,9,76,4,0,0,0,2,15.2,6,54,2,0,0,0,1,13.5,3,22,2,0,0,0,1,22,https://i.ibb.co/YN3dFnR/player.png
1362,BA King,West Indies,10,153,0,120,0,0,3,1,15.3,102.8002165,10,153,0,0,0,3,1,15.3,0,31,1,0,0,0,0,13,10,153,0,0,0,3,1,15.3,https://i.ibb.co/YN3dFnR/player.png
1368,SD Hope,West Indies,11,238,0,177,0,2,1,1,21.63636364,119.2813578,10,223,0,0,2,1,1,22.3,3,13,0,0,0,0,1,4.333333333,8,225,0,0,2,1,0,28.125,https://i.ibb.co/YN3dFnR/player.png
1372,Khushdil Shah,Pakistan,9,130,3,121,0,0,1,0,21.66666667,110.6734007,9,130,3,0,0,1,0,21.66666667,5,79,3,0,0,1,0,39.5,4,51,0,0,0,0,0,12.75,https://i.ibb.co/YN3dFnR/player.png
